State,District,ConstituencyEN,ElectionType,CandidateName,Party,BallotVotes,Election,AdvanceBallotVotes,Gender,ConstituencyMM
Kachin State,,Kachin State 3,Amyotha,ဦးတိန့်ဆောင်,ကချင်ဒီမိုကရက်တစ်ပါတီ(KDP),1413,2015,58,M,ကချင်ပြည်နယ် ၃
Kachin State,,Kachin State 5,Amyotha,ဦးကျော်ကျော်ဦး,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,1417,2015,472,M,ကချင်ပြည်နယ် ၅
Kachin State,,Kachin State 10,Amyotha,ဒေါ်ထုဆိုင်း,ကချင်အမျိုးသားများဒီမိုကရေစီကွန်ဂရက်ပါတီ,1513,2015,86,F,ကချင်ပြည်နယ် ၁၀
Kachin State,,Kachin State 7,Amyotha,ဦးမြသောင်း,အမျိုးသားဒီမိုကရေစီအင်အားစုပါတီ,1758,2015,104,M,ကချင်ပြည်နယ် ၇
Kachin State,,Kachin State 3,Amyotha,ဦးဒေါင်ခမ်,လော်ဝေါ်အမျိုးသားစည်းလုံးညီညွတ်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,1896,2015,109,M,ကချင်ပြည်နယ် ၃
Kachin State,,Kachin State 6,Amyotha,ဒေါ်ထုတောင်,အမျိုးသားဒီမိုကရေစီအင်အားစုပါတီ,2186,2015,203,F,ကချင်ပြည်နယ် ၆
Kachin State,,Kachin State 3,Amyotha,ဦးမုန်နန်,ကချင်ပြည်နယ်ဒီမိုကရေစီပါတီ,2192,2015,68,M,ကချင်ပြည်နယ် ၃
Kachin State,,Kachin State 5,Amyotha,ဦးယောနာ,တစ်သီးပုဂ္ဂလ,2252,2015,361,M,ကချင်ပြည်နယ် ၅
Kachin State,,Kachin State 9,Amyotha,ဦးဇော်လီ,အမျိုးသားဒီမိုကရေစီအင်အားစုပါတီ,2267,2015,29,M,ကချင်ပြည်နယ် ၉
Kachin State,,Kachin State 3,Amyotha,ဦးဂွန်(မ်)ဂျာ,ကချင်အမျိုးသားများဒီမိုကရေစီကွန်ဂရက်ပါတီ,2377,2015,118,M,ကချင်ပြည်နယ် ၃
Kachin State,,Kachin State 10,Amyotha,ဦးဝင်းခင်,တိုင်းလိုင်(ရှမ်းနီ)အမျိုးသားများဖွံ့ဖြိုးတိုးတက်ရေးပါတီ(T.N.D.P),2387,2015,110,M,ကချင်ပြည်နယ် ၁၀
Kachin State,,Kachin State 2,Amyotha,ဦးဘရန်အောင်,ကချင်အမျိုးသားများဒီမိုကရေစီကွန်ဂရက်ပါတီ,2433,2015,192,M,ကချင်ပြည်နယ် ၂
Kachin State,,Kachin State 11,Amyotha,ဒေါ်နူးနူးအောင်,ကချင်အမျိုးသားများဒီမိုကရေစီကွန်ဂရက်ပါတီ,2439,2015,103,F,ကချင်ပြည်နယ် ၁၁
Kachin State,,Kachin State 2,Amyotha,ဦးဆင်ဝါး,အမျိုးသားဒီမိုကရေစီအင်အားစုပါတီ,2445,2015,226,M,ကချင်ပြည်နယ် ၂
Kachin State,,Kachin State 12,Amyotha,ဦးခင်မောင်ကျော်,တိုင်းလိုင်(ရှမ်းနီ)အမျိုးသားများဖွံ့ဖြိုးတိုးတက်ရေးပါတီ(T.N.D.P),2447,2015,70,M,ကချင်ပြည်နယ် ၁၂
Kachin State,,Kachin State 3,Amyotha,ဦးဆန်ပေါင်း,ရှမ်းတိုင်းရင်းသားများဒီမိုကရက်တစ်ပါတီ,2599,2015,140,M,ကချင်ပြည်နယ် ၃
Kachin State,,Kachin State 1,Amyotha,ဦးတူးရော်,ကချင်ပြည်နယ်ဒီမိုကရေစီပါတီ,2628,2015,156,M,ကချင်ပြည်နယ် ၁
Kachin State,,Kachin State 3,Amyotha,ဦးလနူး,စည်းလုံးညီညွတ်ရေးနှင့်ဒီမိုကရေစီပါတီ ကချင်ပြည်နယ်(စဒက)  ,2832,2015,520,M,ကချင်ပြည်နယ် ၃
Kachin State,,Kachin State 8,Amyotha,ဦးအိုက်စံ,ရှမ်းတိုင်းရင်းသားများဒီမိုကရက်တစ်ပါတီ,2873,2015,148,M,ကချင်ပြည်နယ် ၈
Kachin State,,Kachin State 8,Amyotha,ဦးကျော်ဆေး,တိုင်းလိုင်(ရှမ်းနီ)အမျိုးသားများဖွံ့ဖြိုးတိုးတက်ရေးပါတီ(T.N.D.P),2923,2015,164,M,ကချင်ပြည်နယ် ၈
Kachin State,,Kachin State 3,Amyotha,ဦးဂမ်ဆိုင်း,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,2980,2015,545,M,ကချင်ပြည်နယ် ၃
Kachin State,,Kachin State 1,Amyotha,ဦးအင်ဖုန်တန်,အမျိုးသားဒီမိုကရေစီအင်အားစုပါတီ,3234,2015,383,M,ကချင်ပြည်နယ် ၁
Kachin State,,Kachin State 11,Amyotha,ဦးစိုင်းခင်မောင်ဦး,ရှမ်းတိုင်းရင်းသားများဒီမိုကရက်တစ်ပါတီ,3298,2015,86,M,ကချင်ပြည်နယ် ၁၁
Kachin State,,Kachin State 9,Amyotha,ဦးခင်မောင်လွင်,တိုင်းလိုင်(ရှမ်းနီ)အမျိုးသားများဖွံ့ဖြိုးတိုးတက်ရေးပါတီ(T.N.D.P),3322,2015,62,M,ကချင်ပြည်နယ် ၉
Kachin State,,Kachin State 10,Amyotha,ဦးဝင်းနိုင်,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,3330,2015,160,M,ကချင်ပြည်နယ် ၁၀
